CumulativeImmune,CumulativePopulation,CumulativeSick,CumulativeSusceptible,CumulativeVaccinated,ProportionImmune,ProportionSick,ProportionSusceptible,ProportionVaccinated,immunityPeriod,infectiousPeriod,socialDistancingLevels,vaccinationRate,openmole$experiment,temp
3951.8,11363.1,3587.8,2875.2,948.3,0.3476,0.3155,0.2533,0.0834,10.51093931,3.475681103,1.234929832,5.56E-02,714,1.39E-04
4115.9,11989.8,3590.9,3082.4,1200.6,0.343,0.2996,0.2574,0.0998,9.66380492,2.615196321,2.496796021,1.76E+00,713,0.004402085
4257.5,12022.4,3671.5,3052.5,1040.9,0.354,0.3052,0.2541,0.0864,9.741224739,2.331725034,2.299615128,6.12E-01,711,0.001529957
4085.2,11946.6,3755.1,3014.7,1091.6,0.3418,0.3142,0.2527,0.0912,9.980981488,3.310653521,1.444314638,1.73E+00,722,0.004320255
3975.8,11145.5,3516.6,2616.9,1036.2,0.3567,0.3155,0.235,0.0926,10.93897298,3.897103546,2.027004082,1.68E+00,720,0.004192111
4159.8,12036.4,3803.8,3088.1,984.7,0.3455,0.3159,0.257,0.0815,9.161266918,3.178967288,2.226412049,8.36E-01,719,0.002090627
4183.2,11836.3,3570.4,3017.5,1065.2,0.3531,0.3016,0.2551,0.0899,10.3099201,2.133779576,1.900888577,7.40E-01,717,0.0018512
4257.9,12347.1,3879.6,3106.5,1103.1,0.3446,0.3143,0.2518,0.0892,9.513411866,3.122881959,1.097874866,1.54E+00,716,0.003851009
4031.7,11795.6,3748.5,2993.3,1022.1,0.3418,0.3178,0.2541,0.0864,9.937493846,3.489029403,2.480297365,2.90E-01,704,7.26E-04
4046.4,11297.7,3519.9,2686.2,1045.2,0.3581,0.3116,0.2379,0.0922,10.95933814,3.318127053,1.180241592,1.58E+00,700,0.003952037
4090.2,11910.5,3717.7,3018.5,1084.1,0.343,0.3121,0.2539,0.0909,10.00299303,3.072473579,1.169720178,1.67E+00,699,0.004175855
3987.7,11578.5,3594.2,2994.4,1002.2,0.3443,0.3104,0.2589,0.0864,10.10605285,3.068342794,2.35407363,7.59E-01,709,0.001897995
3889.9,10932.6,3352.2,2758.2,932.3,0.3557,0.3069,0.2527,0.085,10.78376287,2.67780703,2.514028041,9.96E-02,708,2.49E-04
4084.1,11961.8,3598.9,3095.3,1183.5,0.3413,0.3009,0.2591,0.099,9.410525408,2.819080571,2.416885588,1.89E+00,705,0.004732628
4073,11829.2,3780.8,2985.6,989.8,0.3443,0.3198,0.2528,0.0832,10.05783954,3.481691694,1.348980109,3.94E-01,696,9.85E-04
4036.4,11638.2,3491.4,2932.2,1178.2,0.3467,0.3002,0.2522,0.1008,10.59142498,2.869885644,2.617492836,1.81E+00,702,0.004513416
4042.2,11461.6,3584.6,2810.7,1024.1,0.3526,0.3129,0.2457,0.0893,10.73374806,3.41908174,1.620146749,1.36E+00,683,0.003387786
4005,11493.1,3569.8,2993.5,924.8,0.3483,0.3108,0.2609,0.0801,9.569824169,2.642171051,2.383250255,1.92E-01,697,4.79E-04
4098.9,11971.8,3692.4,3039.8,1140.7,0.3422,0.3087,0.2539,0.0951,9.895781889,3.17103679,2.859871509,1.66E+00,679,0.004161616
4256.5,12421.7,3976.5,3127.8,1060.9,0.3423,0.3201,0.2522,0.0851,9.203319727,3.67110444,1.441008462,1.37E+00,661,0.003421698
3931.6,11418.5,3617.6,2922,947.3,0.3442,0.3167,0.2563,0.0826,10.05451698,3.268488514,1.490376216,8.22E-01,694,0.002055791
4027.2,11614.9,3590.2,2974.5,1023,0.3466,0.3091,0.2565,0.0879,9.963379798,2.838414028,1.958207005,1.20E+00,674,0.003006927
3889.6,11329.6,3290.3,2974.5,1175.2,0.3429,0.2904,0.2635,0.1035,9.790139699,2.093598783,2.329765054,1.98E+00,691,0.004960149
4007,11621.2,3631.6,3002.9,979.7,0.3447,0.3128,0.2586,0.0842,9.275609587,2.935708002,1.626662051,1.53E+00,671,0.003835816
3882.4,10886,3278.7,2770.6,954.3,0.3565,0.3011,0.2547,0.0874,10.86658016,2.109510931,1.728672208,3.77E-01,688,9.42E-04
3986.7,11225.2,3374,2902.1,962.4,0.355,0.3006,0.2586,0.0856,10.62955803,2.027985784,1.882703717,1.50E-01,687,3.75E-04
4049.2,11313.5,3581,2650.6,1032.7,0.3578,0.3166,0.2345,0.0911,10.9262379,3.900327884,2.185259034,1.38E-01,685,3.44E-04
4150.6,11816.6,3612.5,3011,1042.5,0.3511,0.3058,0.2551,0.0881,9.707302372,2.39685685,1.135552682,1.49E+00,677,0.003717962
3811.7,11452.6,3595.7,2959.6,1085.6,0.3327,0.314,0.2584,0.0947,9.78661269,3.893367085,2.97481265,1.86E+00,680,0.004638865
4023.7,11556.6,3673.1,2848.8,1011,0.348,0.3178,0.2468,0.0873,10.50425483,3.994714509,2.158420749,2.08E-02,675,5.20E-05
3927.5,11328.5,3347.2,2964.1,1089.7,0.3466,0.2956,0.262,0.096,9.757692262,2.120441619,2.156961326,1.65E+00,659,0.004122393
4130.3,11868.7,3628.5,3077.5,1032.4,0.348,0.3057,0.2594,0.0869,9.100471576,2.549534749,1.533515446,1.52E+00,692,0.003788062
3909.1,11383.7,3550.2,2933,991.4,0.343,0.3119,0.258,0.0868,10.02510407,3.238462615,2.720210011,1.08E+00,654,0.00270011
3938.8,11440.4,3556.1,2939.8,1005.7,0.344,0.311,0.2575,0.0876,10.25014325,3.159053506,2.091597533,1.33E+00,636,0.00332923
4099.6,11737.5,3553.2,3015.2,1069.5,0.3493,0.3027,0.2569,0.091,9.973961716,2.338389835,2.135386751,1.43E+00,672,0.003573287
4116.4,11535.5,3510.5,2930.3,978.3,0.3567,0.3044,0.2546,0.0845,10.52505528,2.263088057,1.192740059,1.05E-01,651,2.63E-04
4207.1,12198.4,3905.5,3096.4,989.4,0.3449,0.3203,0.2541,0.0808,9.492794843,3.263798057,1.487591897,5.02E-01,643,0.001255813
4043.1,11607.4,3671.5,2996.9,895.9,0.3481,0.3164,0.2585,0.077,9.219455826,2.910953404,1.743431679,1.23E-01,668,3.08E-04
4105,11675.1,3524.4,2986.5,1059.2,0.3516,0.3018,0.256,0.0906,10.18835197,2.444641128,2.680511866,1.05E+00,667,0.002633858
4104.1,11905.8,3618.2,3046.8,1136.7,0.3447,0.3039,0.256,0.0952,9.438279338,2.772889761,2.434803652,1.84E+00,638,0.004593012
4127,12303.7,3958.6,3128.3,1089.8,0.335,0.3221,0.2552,0.0879,9.211515383,3.958763689,1.517409518,1.82E+00,665,0.004552496
3980.2,11298.4,3394.8,2896,1027.4,0.3522,0.3004,0.2566,0.0907,10.41919678,2.147198894,1.817472258,1.33E+00,664,0.003330515
4165.6,12063,3845,3093.7,958.7,0.3452,0.3186,0.2566,0.0793,9.084192999,3.402993731,2.290320888,1.02E-02,682,2.56E-05
4240.6,12122.9,3790.2,3046.6,1045.5,0.3495,0.3126,0.2515,0.0862,10.14481218,2.867935863,1.539387213,4.75E-01,624,0.001186693
4253.4,12539.1,3995.8,3193.4,1096.5,0.3389,0.3187,0.2549,0.0873,9.036243509,3.87481467,2.808937147,1.50E+00,649,0.00373846
3894,11508.9,3627.1,2977,1010.8,0.3381,0.3154,0.2591,0.0876,9.827411745,3.386040086,1.434296369,1.72E+00,646,0.004302519
4277.5,11981.3,3632.2,3093.8,977.8,0.3566,0.3031,0.2593,0.0811,9.196111863,2.080931023,2.072233085,1.03E-01,640,2.57E-04
4126.8,11905.7,3705.3,3035.7,1037.9,0.3466,0.3112,0.2554,0.0871,10.02066289,2.781066545,1.223863323,1.26E+00,634,0.003162117
4073.3,11625.8,3520.4,3036.6,995.5,0.3502,0.3028,0.2614,0.0853,9.699272243,2.219968425,2.542178226,7.31E-01,616,0.001826346
3999.6,11234.4,3536.3,2686.9,1011.6,0.3559,0.3149,0.2393,0.0899,10.89910079,3.540092821,1.36144894,1.28E+00,629,0.00319591
3987.2,11377,3408.4,2918.1,1063.3,0.3505,0.2996,0.2568,0.0934,10.46639915,2.150704308,1.686813854,1.45E+00,657,0.003618486
3903.4,11072,3235.4,2843.9,1089.3,0.3526,0.2922,0.2571,0.0982,10.79653432,2.009949697,2.51166099,1.40E+00,609,0.003496435
3936.8,11298.6,3532.8,2774.2,1054.8,0.3484,0.3127,0.2457,0.0931,10.63087121,3.891109183,2.474592679,1.75E+00,626,0.004380002
3921.6,11382.2,3583.9,2860,1016.7,0.3445,0.3148,0.2516,0.0891,10.42647046,3.948420907,1.801554588,1.61E+00,621,0.004035388
4012.5,11514.6,3553.9,2933,1015.2,0.3483,0.3087,0.2552,0.0877,10.43841187,3.026623534,2.491960608,5.57E-01,608,0.001392874
3986.2,11806.9,3725.2,3020.8,1074.7,0.3375,0.3154,0.2562,0.091,9.859010581,3.800492368,2.04674297,1.56E+00,631,0.003910437
4241.5,12295.6,3863.4,3134.4,1056.3,0.3447,0.3143,0.2554,0.0858,9.436726649,3.16595653,2.039883458,1.15E+00,618,0.002875484
3976.5,11451.5,3449.4,2949.2,1076.4,0.3471,0.3011,0.2581,0.0937,10.3408822,2.33522188,1.633082612,1.54E+00,612,0.003842739
4065.9,11809.8,3513.6,3063.9,1166.4,0.3441,0.2976,0.2597,0.0985,9.277847335,2.480189337,2.712193394,1.90E+00,611,0.00474442
4373.4,12264.3,3761.6,3130.8,998.5,0.3564,0.3066,0.2559,0.0809,9.116792448,2.292261551,1.877951686,3.34E-01,599,8.35E-04
4130.3,11971,3766.1,3074.3,1000.3,0.3449,0.3148,0.2572,0.0835,9.017431675,3.339225968,2.727864562,1.21E+00,606,0.003025102
4015.9,11914,3712.6,3051.7,1133.8,0.3366,0.3116,0.2568,0.0947,9.526542654,3.372678867,2.249210652,1.99E+00,595,0.004983687
4208,12217.6,3706,3136.8,1166.8,0.3443,0.3035,0.2569,0.0952,9.079703297,2.720122369,2.209650245,1.84E+00,591,0.004601404
4150.1,11923.2,3763.9,2960.8,1048.4,0.3478,0.3157,0.2487,0.0877,10.39252531,3.465179427,1.199567917,6.29E-01,589,0.001573185
3999.6,11772.7,3730.5,3002.6,1040,0.3396,0.3169,0.2553,0.0882,9.763684015,3.490696987,1.833441164,1.32E+00,605,0.00329722
3959.4,11766.4,3723.8,2994.3,1088.9,0.3366,0.3166,0.2547,0.0922,9.69161497,3.78431442,1.846426727,1.99E+00,588,0.004979049
3891.7,10827.2,3295.4,2696.5,943.6,0.3592,0.3047,0.2494,0.0866,10.9948923,2.387836927,1.841518787,1.10E+00,603,0.002743068
4246.4,12011.6,3657.3,3080.3,1027.6,0.3533,0.3045,0.2567,0.0856,9.681430791,2.336253798,2.78015674,4.59E-01,614,0.001146742
3958.3,11309.4,3504.2,2802.4,1044.5,0.3498,0.3101,0.2482,0.092,10.70380004,3.562913304,2.664328426,1.48E+00,602,0.003692686
4109.7,12039.2,3857.2,3049.4,1022.9,0.3412,0.3205,0.2537,0.0848,9.537424562,3.468318953,1.183096089,1.52E+00,601,0.003797037
3818.5,10907.4,3239,2838.9,1011,0.35,0.2971,0.2606,0.0925,10.71037193,2.158527992,1.822949639,1.44E+00,598,0.003597825
3896.8,10924,3495.4,2598,933.8,0.3566,0.3202,0.2378,0.0852,10.93559485,3.699748762,1.282846556,2.51E-01,581,6.27E-04
4170,11813.3,3637.7,3061,944.6,0.3529,0.3081,0.2594,0.0799,9.236960288,2.406528457,2.769700537,5.23E-02,596,1.31E-04
3852.1,10938.3,3373.5,2726.3,986.4,0.352,0.3085,0.2495,0.09,10.7811056,3.045511804,1.980499671,1.20E+00,593,0.003001503
4155.7,11755.7,3621.5,3040.8,937.7,0.3532,0.3083,0.2594,0.0793,9.355679244,2.381398058,2.316874366,3.10E-01,585,7.76E-04
4077.1,11450.4,3488.9,2887.6,996.8,0.3558,0.3047,0.2525,0.0869,10.69092956,2.497383801,1.249676156,3.88E-01,584,9.69E-04
3999.2,11189.3,3348.8,2798.7,1042.6,0.3575,0.2994,0.2504,0.093,10.89240869,2.264143588,2.707638767,1.15E+00,580,0.002870645
4095.6,11921.3,3756.8,3008.5,1060.4,0.3433,0.3152,0.253,0.0888,9.778374631,3.658527282,2.695005556,1.24E+00,578,0.003094058
4122.9,12152.4,3922.8,3072,1034.7,0.3389,0.323,0.2533,0.085,9.447290618,3.773759461,1.046688791,1.35E+00,579,0.003371835
4132.8,11773.9,3648.5,2961.8,1030.8,0.3508,0.3098,0.2519,0.0875,10.56153446,2.945661657,1.015273867,7.54E-01,577,0.001884297
3767.6,10803.4,3399.1,2660.8,975.9,0.3487,0.3148,0.2468,0.0901,10.75796068,3.609198661,2.23598858,1.45E+00,576,0.003625443
3966.3,11684.4,3681.7,2984.7,1051.7,0.3393,0.315,0.2562,0.0896,10.07409583,3.502778574,1.792340999,1.62E+00,592,0.004061028
4026.5,11272.3,3388.8,2820.2,1036.8,0.3571,0.3006,0.2506,0.0917,10.91512619,2.180289757,1.67749681,1.04E+00,575,0.002607502
3853.7,11017.5,3390.6,2839.3,933.9,0.3496,0.3077,0.2579,0.0846,10.53497202,2.900326238,2.254308904,3.42E-01,559,8.56E-04
4049,11978.7,3753.3,3035.4,1141,0.3381,0.3133,0.2536,0.095,10.01016335,3.764277717,2.663917501,1.84E+00,572,0.004595546
4162.4,11865.5,3724.4,3036.4,942.3,0.3506,0.3141,0.2563,0.0791,9.250346447,2.856002145,2.082336688,2.00E-01,570,5.00E-04
4004,11307.8,3424,2849.7,1030.1,0.3541,0.3029,0.252,0.0912,10.76534075,2.493758816,2.440710479,1.30E+00,558,0.003249174
3906,11696.3,3765.7,3003.2,1021.4,0.3339,0.3218,0.2573,0.0873,9.515888975,3.96229484,1.615590659,1.65E+00,586,0.004118181
3915.9,11444.2,3603.3,2947.8,977.2,0.3419,0.3149,0.258,0.085,9.965785115,3.279264604,1.843144712,1.10E+00,569,0.002751776
4421.3,12741.6,4040.4,3177.4,1102.5,0.3468,0.3171,0.25,0.0863,9.105190467,3.425318049,1.161529588,1.16E+00,557,0.002911853
4174.1,11677.6,3545.7,3025.2,932.6,0.3572,0.3035,0.2595,0.0797,9.448706167,2.019014243,1.167604935,2.13E-01,571,5.32E-04
4008.9,11241.9,3505.9,2768.4,958.7,0.3565,0.3119,0.2465,0.085,10.76777983,3.270726931,2.62658554,8.28E-02,554,2.07E-04
3845.2,11295.2,3599.8,2893.4,956.8,0.3402,0.3189,0.2565,0.0845,10.04267443,3.73677543,1.637646924,9.25E-01,567,0.002311873
4165.2,11862.1,3552,3054.9,1090,0.3509,0.2994,0.2584,0.0916,9.793846318,2.169884863,2.286057054,1.29E+00,553,0.003226909
3952.2,11307.3,3569,2784.9,1001.2,0.3495,0.3158,0.2467,0.088,10.56594817,3.860181641,1.747219459,8.04E-01,573,0.002010519
4265.9,12131.7,3769.4,3054.4,1042,0.3516,0.3108,0.2521,0.0856,9.864085343,2.640023696,1.35123663,4.86E-01,574,0.001214346
3898.4,11436.1,3567.6,2931.5,1038.6,0.3408,0.3119,0.2565,0.0906,10.18596088,3.301111578,2.413611231,1.37E+00,565,0.003433237
3952.3,11387.9,3535.2,2915.7,984.7,0.347,0.3104,0.2561,0.0863,10.21131555,2.970015703,2.162035597,4.22E-01,563,0.001054941
4409.8,12455.9,3793.1,3177.5,1075.5,0.3537,0.3045,0.2557,0.0859,9.080126046,2.296334576,1.251674339,1.22E+00,566,0.003048336
4171.4,12157.5,3816.5,3100.9,1068.7,0.3428,0.3142,0.2554,0.0877,9.216399318,3.322773221,1.794501574,1.66E+00,561,0.004153478
3947.2,11522.8,3535.7,2977.2,1062.7,0.3426,0.307,0.2586,0.0918,9.754768201,2.951743263,2.598896904,1.70E+00,562,0.004258379
4496.4,12773,3956.9,3231,1088.7,0.3517,0.3099,0.2535,0.0848,9.034912704,2.715477509,1.830050028,1.10E+00,547,0.002738129
4427.3,12909.8,4142.1,3235.5,1104.9,0.3426,0.3208,0.2512,0.0852,9.155731622,3.74583759,2.096661372,9.92E-01,550,0.002479887
4069.1,12023.2,3920.7,3056.9,976.5,0.3385,0.3262,0.2544,0.0809,9.61477865,3.821254151,1.275305156,9.61E-02,551,2.40E-04
4025.5,11263.6,3469.5,2774.6,994,0.3573,0.3081,0.2465,0.0881,10.80261545,2.962238961,2.799476692,6.71E-01,556,0.001677134
4135.4,11937.4,3598.5,3085.5,1118,0.3463,0.3015,0.2587,0.0933,9.314895041,2.484966222,2.691921962,1.55E+00,549,0.003885466
4127.1,11551.7,3444.1,2942.9,1037.6,0.3572,0.2983,0.2549,0.0897,10.73765518,2.023317319,2.779111937,1.30E-01,544,3.26E-04
3820.4,11103.1,3427.6,2874.5,980.6,0.3439,0.3086,0.2595,0.0879,10.27884134,2.948167512,2.67389708,1.49E+00,543,0.003721843
4204.7,11957.2,3667.7,3039.5,1045.3,0.3511,0.3067,0.255,0.0869,9.888445846,2.443422148,2.075552984,8.76E-01,540,0.002188824
4319.8,12608.7,4094,3155.7,1039.2,0.3426,0.3246,0.2504,0.0822,9.194858889,3.763754352,1.512773558,4.44E-01,541,0.001110122
3975.8,11384.4,3484.9,2904.3,1019.4,0.3492,0.3062,0.2551,0.0894,10.46849371,2.69178072,1.233271096,1.57E+00,546,0.003921682
4047.5,11806,3696.5,3027.6,1034.4,0.3424,0.3134,0.2571,0.0871,9.29820719,3.245746058,2.048157074,1.81E+00,534,0.004529001
3948.9,11566.1,3631.3,2930.8,1055.1,0.3412,0.314,0.2535,0.0911,10.24388474,3.888773583,2.028675096,1.77E+00,533,0.00443014
4439.4,12395.5,3763.3,3186.7,1006.1,0.358,0.3037,0.2576,0.0809,9.098639359,2.05745947,1.518055693,6.88E-02,535,1.72E-04
4170.5,12331.1,3964.8,3127.9,1067.9,0.3381,0.3213,0.2537,0.0867,9.128714988,3.938592668,1.258592091,1.68E+00,531,0.004189272
3989.2,11428.5,3585.7,2862.4,991.2,0.3488,0.3138,0.2505,0.0866,10.5445148,3.286366808,2.276478073,7.19E-01,516,0.00179685
3892.5,11507.6,3667.4,2941.2,1006.5,0.338,0.3186,0.2559,0.0873,9.926588154,3.844680624,1.824135729,1.45E+00,527,0.003621988
4057.6,11691.6,3690.7,2957.1,986.2,0.347,0.3157,0.2532,0.0841,10.18625489,3.529436969,1.922958642,4.41E-01,528,0.00110183
3931.2,11053.6,3358.2,2764.5,999.7,0.3553,0.3037,0.2506,0.0904,10.90339671,2.474729795,1.497426887,1.21E+00,538,0.003030073
4067.6,12032.8,3820,3054.7,1090.5,0.338,0.3176,0.2539,0.0906,9.978669239,3.879192193,1.412013139,1.87E+00,537,0.004668928
3906.1,11752.4,3686.4,3032.2,1127.7,0.3322,0.3137,0.2582,0.0957,9.528757025,3.864056418,2.832472306,1.98E+00,526,0.004939648
4099.9,11786.5,3693.5,3028.5,964.6,0.3477,0.3135,0.2573,0.0814,9.45901411,2.875221292,2.077371363,4.97E-01,525,0.001241685
4313.9,12455.5,3923.7,3146.5,1071.4,0.3464,0.3152,0.2526,0.0858,9.147404592,3.184954952,1.921696255,1.35E+00,523,0.003364971
4220.9,11977,3644,3088.1,1024,0.3519,0.3043,0.2585,0.0853,9.32799197,2.290291529,1.004075942,1.41E+00,522,0.003530828
4025,11593.2,3654.9,2883.9,1029.4,0.347,0.3152,0.249,0.0888,10.45024981,3.712443145,1.504689978,8.89E-01,521,0.002223331
3931.4,11669.3,3620.3,3002.3,1115.3,0.3367,0.3104,0.2578,0.0952,9.63914067,3.303133102,2.584142532,1.95E+00,530,0.004867191
3900.6,11409.1,3594.1,2924.2,990.2,0.3419,0.3148,0.2566,0.0864,10.08541571,3.578353226,1.993924931,1.24E+00,529,0.003097089
4306.8,12216.8,3756.6,3090.6,1062.8,0.3522,0.3075,0.2534,0.0868,9.799751341,2.385476525,1.368968227,1.01E+00,519,0.002526231
4163,12173.3,3958.4,3095.5,956.4,0.3417,0.3253,0.2547,0.0782,9.014641316,3.822133168,1.482281283,2.87E-01,518,7.17E-04
4032.9,11474.3,3497.8,3000.2,943.4,0.3512,0.3048,0.2617,0.082,9.280002007,2.344340102,2.716573172,1.16E+00,506,0.002892747
3812,11178.7,3303.8,2919.5,1143.4,0.3408,0.2957,0.2615,0.1022,10.00463466,2.370608229,2.910173177,1.98E+00,517,0.004952882
3822.9,10692.7,3405.9,2539,924.9,0.3573,0.3186,0.2377,0.0862,10.99941744,3.604724019,1.279665206,8.65E-01,503,0.00216209
4074.1,11836.7,3588.7,3001.5,1172.4,0.3441,0.3033,0.2536,0.0988,10.00168572,2.583724188,1.737067412,1.85E+00,504,0.004622286
4079.5,11754.4,3547.3,3032.4,1095.2,0.3468,0.3019,0.2583,0.0929,9.770382931,2.405919733,2.259908328,1.56E+00,500,0.003893684
4390.7,12436.7,3785.4,3152,1108.6,0.3527,0.3045,0.2541,0.0886,9.289809771,2.509506475,2.693455207,1.17E+00,509,0.002931878
4102.2,11844,3552.4,3051.5,1137.9,0.3462,0.3001,0.2583,0.0956,9.805964929,2.248269297,1.33381368,1.70E+00,511,0.004252643
4035.1,11326.1,3475.9,2770.5,1044.6,0.3562,0.307,0.2447,0.092,10.9099553,3.000534573,1.446112737,1.59E+00,499,0.003983463
3868.1,11259.8,3500.4,2881.8,1009.5,0.3434,0.311,0.2565,0.0891,10.36428535,3.218644575,2.206687409,1.48E+00,520,0.003696553
4004.5,11621.8,3427.5,3027.6,1162.2,0.3442,0.2949,0.2609,0.0996,9.587625298,2.202196753,2.307993028,1.73E+00,510,0.004317019
4042.5,11736.2,3725.3,2956.7,1011.7,0.3446,0.3174,0.2522,0.086,10.13568685,3.812696952,1.327051822,1.26E+00,508,0.003142283
4289.8,12224.6,3704.7,3138,1092.1,0.3507,0.3031,0.2569,0.0892,9.530015567,2.356269409,2.654145573,1.33E+00,497,0.003318536
3912.5,10953.3,3364.3,2730.4,946.1,0.357,0.3073,0.2495,0.0862,10.94164342,2.505522726,1.438330784,5.00E-01,498,0.001248809
3985.8,11612,3657.2,2978.2,990.8,0.3431,0.3149,0.2568,0.0853,9.838692626,3.168172043,1.945358424,1.05E+00,505,0.002618761
3836.9,11479.6,3670.1,2973.2,999.4,0.3341,0.3195,0.2593,0.0868,9.742883197,3.924409942,2.814262282,1.11E+00,502,0.00278145
3826.3,10948.5,3307.5,2840,974.7,0.3495,0.302,0.2595,0.089,10.54202051,2.53801219,2.715481083,1.12E+00,515,0.002810874
4229.3,12175.9,3756.8,3118.8,1071,0.3473,0.3086,0.2563,0.0877,9.666754323,2.73040588,2.996027396,9.84E-01,514,0.002458948
3926,11418.9,3497.2,2899.8,1095.9,0.3436,0.3066,0.2547,0.0951,10.44066886,3.564721399,2.195290455,1.98E+00,513,0.004944276
3986.3,11368.4,3395.2,2880.7,1106.2,0.3505,0.2986,0.2537,0.097,10.66224288,2.515942262,2.504259674,1.60E+00,512,0.00399022
4089.2,11851.3,3467.8,3090.2,1204.1,0.345,0.2928,0.261,0.1014,9.22979351,2.170052335,2.8871229,1.83E+00,488,0.004566043
3993.2,11444.1,3504.5,2922.4,1024,0.3486,0.3062,0.256,0.0891,10.35579518,2.907395887,2.260036583,1.15E+00,493,0.002867566
4092.4,11847.2,3516.7,3032.2,1205.9,0.3453,0.2969,0.2562,0.1017,9.697982795,2.289862399,1.387804297,1.85E+00,486,0.004616751
4222.6,11969.6,3669.5,3013.9,1063.6,0.3526,0.3066,0.2524,0.0885,10.5084739,2.638076814,1.943723167,6.66E-01,507,0.001664845
4304.9,12565.5,3967.3,3146.3,1147,0.3423,0.3157,0.2508,0.091,9.295811045,3.550002724,1.785630535,1.72E+00,496,0.004290965
3898.1,11370.6,3346,2953.6,1172.9,0.3427,0.2943,0.2601,0.103,10.3201985,2.365675368,2.296443007,1.86E+00,492,0.004642694
3935.8,11541.5,3608.6,2930.5,1066.6,0.3407,0.3127,0.2543,0.0921,10.22370349,3.935414293,2.22163214,1.87E+00,491,0.004679461
4050.9,11808.7,3766.1,3044.6,947.1,0.3431,0.3189,0.258,0.08,9.144815606,3.507621636,2.761669503,7.43E-01,495,0.001856547
4283.9,12447.9,3918.3,3124.9,1120.8,0.3439,0.3149,0.2516,0.0898,9.408400691,3.384307142,1.525644759,1.85E+00,501,0.004631425
4068.7,11632.5,3628.9,2913.4,1021.5,0.3496,0.3117,0.2507,0.0876,10.5662729,3.290531004,2.116168957,2.94E-01,489,7.36E-04
4010.3,11599.6,3613.2,2953.4,1022.7,0.3455,0.3117,0.2554,0.0876,10.34375581,3.371095463,2.817152084,7.22E-01,494,0.001805871
4048.5,11765.1,3519.3,3027.2,1170.1,0.3441,0.2993,0.2573,0.0993,10.23858185,2.679184497,2.896612749,1.60E+00,477,0.004010994
4551,12968.4,4073.2,3242.9,1101.3,0.351,0.3142,0.2503,0.0846,9.163288456,3.037258223,1.377413014,1.01E+00,483,0.002512601
4208,11860.1,3570.7,3008.9,1072.5,0.3547,0.3011,0.2542,0.0905,10.31322388,2.010127988,1.03429467,1.19E+00,481,0.002983932
4309.6,12466.4,3879.1,3148.5,1129.2,0.3456,0.311,0.2527,0.0905,9.35073251,3.05390382,1.119539619,1.90E+00,490,0.004750997
3996.3,11649.4,3648.2,3007.2,997.7,0.343,0.3132,0.2582,0.0856,9.345020753,3.180850782,2.954274828,1.33E+00,484,0.003321509
4348.1,12516.6,3993,3181.3,994.2,0.3471,0.3192,0.2544,0.0792,9.094100063,3.151489942,1.430347743,7.06E-01,478,0.001764125
4042.2,11276.1,3609.8,2614.3,1009.8,0.3582,0.3203,0.2322,0.0893,10.99771463,3.804390885,1.270694129,4.88E-01,482,0.001220214
3982.6,11701.6,3695.3,2960.1,1063.6,0.3402,0.3159,0.2531,0.0908,10.2402402,3.816065441,1.41766938,1.71E+00,474,0.004268815
3952.7,11185.6,3515.3,2654.4,1063.2,0.3531,0.3144,0.2375,0.0949,10.87210925,3.923557963,2.269138437,1.75E+00,469,0.004387282
3905.1,11087.2,3397.7,2713,1071.4,0.3522,0.3065,0.2449,0.0964,10.88748332,3.156360245,2.318727009,1.83E+00,479,0.00457778
3834.1,10999.4,3200.7,2817.6,1147,0.3485,0.291,0.2564,0.104,10.84957163,2.041155985,1.061735804,1.94E+00,476,0.004842394
4022.1,11892,3877,3029.1,963.8,0.3381,0.326,0.255,0.0809,9.709127067,3.828065654,1.024902666,5.12E-01,485,0.001280232
4150.4,11914.4,3757.8,3028.4,977.8,0.3482,0.3154,0.2544,0.082,9.322167243,2.932109701,1.020973257,1.21E+00,487,0.003020391
4122.2,12150.1,3889.7,3099.4,1038.8,0.3391,0.3202,0.2553,0.0853,9.143314503,3.975354649,2.894086584,9.73E-01,473,0.002433677
3893.4,11205.6,3236,2865.4,1210.8,0.3474,0.2889,0.256,0.1077,10.76966612,2.200429165,2.932502109,1.83E+00,472,0.00458747
4246.1,12076.4,3667.9,3109.7,1052.7,0.3515,0.3038,0.2577,0.0869,9.024533189,2.425230205,1.526909231,1.50E+00,471,0.003753436
4019.4,11725.4,3731,3002.2,972.8,0.3427,0.3182,0.2564,0.0829,9.893385816,3.383559571,2.247696396,9.42E-02,470,2.35E-04
3970.2,11128.2,3349.5,2786.4,1022.1,0.3566,0.3011,0.2508,0.0918,10.89101345,2.473377867,2.122099396,1.32E+00,468,0.003306369
3965.9,11442.1,3455.2,2946.4,1074.6,0.3463,0.3022,0.2581,0.0936,10.10490932,2.378092391,1.947086606,1.53E+00,480,0.003813313
4166.2,11843.7,3612.2,3080.4,984.9,0.3518,0.305,0.2601,0.083,9.610414877,2.360882257,2.948181919,4.52E-02,467,1.13E-04
4010.8,11706.1,3624.3,3001.3,1069.7,0.3425,0.3098,0.2569,0.0911,9.918658001,2.879808432,1.859421346,1.60E+00,465,0.004003898
3913.9,10994.3,3413.9,2667.6,998.9,0.3558,0.3108,0.2428,0.0908,10.93250168,3.308337579,2.981964835,9.40E-01,464,0.002348955
